Q262,Q264,Q270,id,faces,score,scale,type
33,Man,,9,X70f3f,6,f,70f
33,Man,,9,X70f2f,7,f,70f
33,Man,,9,X70f1f,NA,f,70f
33,Man,,9,X50f11f,NA,f,50f
33,Man,,9,X50f10f,NA,f,50f
33,Man,,9,X30f1m,6,m,30f
33,Man,,9,X30f3m,NA,m,30f
33,Man,,9,X30f3f,4,f,30f
33,Man,,9,X30f4m,4,m,30f
33,Man,,9,X30f5m,NA,m,30f
33,Man,,9,X30f7m,NA,m,30f
33,Man,,9,X30f6m,6,m,30f
33,Man,,9,X30f8m,NA,m,30f
33,Man,,9,X30f9m,4,m,30f
33,Man,,9,X30f10m,5,m,30f
33,Man,,9,X50f1m,NA,m,50f
33,Man,,9,X50f2m,5,m,50f
33,Man,,9,X50f4m,NA,m,50f
33,Man,,9,X50f3m,1,m,50f
33,Man,,9,X50f5m,NA,m,50f
33,Man,,9,X50f6m,3,m,50f
33,Man,,9,X50f7m,3,m,50f
33,Man,,9,X50f8m,4,m,50f
33,Man,,9,X50f9m,7,m,50f
33,Man,,9,X50f11m,NA,m,50f
33,Man,,9,X50f10m,NA,m,50f
33,Man,,9,X70f1m,NA,m,70f
33,Man,,9,X70f2m,NA,m,70f
33,Man,,9,X70f3m,NA,m,70f
33,Man,,9,X70f4m,4,m,70f
33,Man,,9,X70f5m,NA,m,70f
33,Man,,9,X70f6m,4,m,70f
33,Man,,9,X70f7m,NA,m,70f
33,Man,,9,X70f8m,NA,m,70f
33,Man,,9,X70f9m,NA,m,70f
33,Man,,9,X70f10m,1,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f1f,1,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f2f,NA,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f2m,NA,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f4f,NA,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f5f,NA,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f7f,4,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f6f,NA,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f8f,1,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f9f,1,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f10f,7,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f1f,7,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f2f,NA,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f4f,NA,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f3f,7,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f5f,1,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f6f,1,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f7f,4,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f8f,NA,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f9f,1,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f10f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f8f,7,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f9f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f7f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f6f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f5f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f4f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f3f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f2f,NA,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f1f,1,f,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f11f,7,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f10f,4,f,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f1m,NA,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f3m,7,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f3f,NA,f,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f4m,6,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f5m,NA,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f7m,NA,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f6m,7,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f8m,NA,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f9m,4,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X30f10m,NA,m,30f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f1m,NA,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f2m,NA,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f4m,1,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f3m,NA,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f5m,7,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f6m,NA,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f7m,NA,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f8m,4,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f9m,7,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f11m,NA,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X50f10m,6,m,50f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f1m,NA,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f2m,NA,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f3m,2,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f4m,4,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f5m,1,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f6m,NA,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f7m,4,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f8m,NA,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f9m,1,m,70f
25,Kvinna,"Svårt att ändra tankesätt om VAR en skulle klicka för  vs . Klickade fel på första bilden då pga huvudet hade lärt sig att manligt var nere och kvinnligt uppe, om ni förstår vad jag menar. ",10,X70f10m,1,m,70f
29,Kvinna ,,11,X30f1f,1,f,30f
29,Kvinna ,,11,X30f2f,NA,f,30f
29,Kvinna ,,11,X30f2m,3,m,30f
29,Kvinna ,,11,X30f4f,NA,f,30f
29,Kvinna ,,11,X30f5f,NA,f,30f
29,Kvinna ,,11,X30f7f,NA,f,30f
29,Kvinna ,,11,X30f6f,1,f,30f
29,Kvinna ,,11,X30f8f,NA,f,30f
29,Kvinna ,,11,X30f9f,NA,f,30f
29,Kvinna ,,11,X30f10f,1,f,30f
29,Kvinna ,,11,X50f1f,NA,f,50f
29,Kvinna ,,11,X50f2f,1,f,50f
29,Kvinna ,,11,X50f4f,NA,f,50f
29,Kvinna ,,11,X50f3f,3,f,50f
29,Kvinna ,,11,X50f5f,1,f,50f
29,Kvinna ,,11,X50f6f,2,f,50f
29,Kvinna ,,11,X50f7f,3,f,50f
29,Kvinna ,,11,X50f8f,2,f,50f
29,Kvinna ,,11,X50f9f,NA,f,50f
29,Kvinna ,,11,X70f10f,NA,f,70f
29,Kvinna ,,11,X70f8f,6,f,70f
29,Kvinna ,,11,X70f9f,6,f,70f
29,Kvinna ,,11,X70f7f,2,f,70f
29,Kvinna ,,11,X70f6f,NA,f,70f
29,Kvinna ,,11,X70f5f,NA,f,70f
29,Kvinna ,,11,X70f4f,NA,f,70f
29,Kvinna ,,11,X70f3f,3,f,70f
29,Kvinna ,,11,X70f2f,3,f,70f
29,Kvinna ,,11,X70f1f,NA,f,70f
29,Kvinna ,,11,X50f11f,NA,f,50f
29,Kvinna ,,11,X50f10f,NA,f,50f
29,Kvinna ,,11,X30f1m,NA,m,30f
29,Kvinna ,,11,X30f3m,NA,m,30f
29,Kvinna ,,11,X30f3f,3,f,30f
29,Kvinna ,,11,X30f4m,5,m,30f
29,Kvinna ,,11,X30f5m,3,m,30f
29,Kvinna ,,11,X30f7m,1,m,30f
29,Kvinna ,,11,X30f6m,5,m,30f
29,Kvinna ,,11,X30f8m,5,m,30f
29,Kvinna ,,11,X30f9m,NA,m,30f
29,Kvinna ,,11,X30f10m,6,m,30f
29,Kvinna ,,11,X50f1m,NA,m,50f
29,Kvinna ,,11,X50f2m,4,m,50f
29,Kvinna ,,11,X50f4m,2,m,50f
29,Kvinna ,,11,X50f3m,NA,m,50f
29,Kvinna ,,11,X50f5m,NA,m,50f
29,Kvinna ,,11,X50f6m,4,m,50f
29,Kvinna ,,11,X50f7m,NA,m,50f
29,Kvinna ,,11,X50f8m,2,m,50f
29,Kvinna ,,11,X50f9m,NA,m,50f
29,Kvinna ,,11,X50f11m,3,m,50f
29,Kvinna ,,11,X50f10m,4,m,50f
29,Kvinna ,,11,X70f1m,6,m,70f
29,Kvinna ,,11,X70f2m,NA,m,70f
29,Kvinna ,,11,X70f3m,NA,m,70f
29,Kvinna ,,11,X70f4m,NA,m,70f
29,Kvinna ,,11,X70f5m,2,m,70f
29,Kvinna ,,11,X70f6m,NA,m,70f
29,Kvinna ,,11,X70f7m,NA,m,70f
29,Kvinna ,,11,X70f8m,NA,m,70f
29,Kvinna ,,11,X70f9m,NA,m,70f
29,Kvinna ,,11,X70f10m,NA,m,70f
26,Kvinna,,12,X30f1f,1,f,30f
26,Kvinna,,12,X30f2f,NA,f,30f
26,Kvinna,,12,X30f2m,NA,m,30f
26,Kvinna,,12,X30f4f,NA,f,30f
26,Kvinna,,12,X30f5f,1,f,30f
26,Kvinna,,12,X30f7f,4,f,30f
26,Kvinna,,12,X30f6f,2,f,30f
26,Kvinna,,12,X30f8f,NA,f,30f
26,Kvinna,,12,X30f9f,NA,f,30f
26,Kvinna,,12,X30f10f,1,f,30f
26,Kvinna,,12,X50f1f,3,f,50f
26,Kvinna,,12,X50f2f,2,f,50f
26,Kvinna,,12,X50f4f,NA,f,50f
26,Kvinna,,12,X50f3f,5,f,50f
26,Kvinna,,12,X50f5f,2,f,50f
26,Kvinna,,12,X50f6f,2,f,50f
26,Kvinna,,12,X50f7f,NA,f,50f
26,Kvinna,,12,X50f8f,3,f,50f
26,Kvinna,,12,X50f9f,NA,f,50f
26,Kvinna,,12,X70f10f,NA,f,70f
26,Kvinna,,12,X70f8f,NA,f,70f
26,Kvinna,,12,X70f9f,NA,f,70f
26,Kvinna,,12,X70f7f,NA,f,70f
26,Kvinna,,12,X70f6f,NA,f,70f
26,Kvinna,,12,X70f5f,4,f,70f
26,Kvinna,,12,X70f4f,NA,f,70f
26,Kvinna,,12,X70f3f,NA,f,70f
26,Kvinna,,12,X70f2f,5,f,70f
26,Kvinna,,12,X70f1f,NA,f,70f
26,Kvinna,,12,X50f11f,4,f,50f
26,Kvinna,,12,X50f10f,2,f,50f
26,Kvinna,,12,X30f1m,4,m,30f
26,Kvinna,,12,X30f3m,5,m,30f
26,Kvinna,,12,X30f3f,NA,f,30f
26,Kvinna,,12,X30f4m,6,m,30f
26,Kvinna,,12,X30f5m,5,m,30f
26,Kvinna,,12,X30f7m,5,m,30f
26,Kvinna,,12,X30f6m,NA,m,30f
26,Kvinna,,12,X30f8m,4,m,30f
26,Kvinna,,12,X30f9m,4,m,30f
26,Kvinna,,12,X30f10m,5,m,30f
26,Kvinna,,12,X50f1m,4,m,50f
26,Kvinna,,12,X50f2m,NA,m,50f
26,Kvinna,,12,X50f4m,3,m,50f
26,Kvinna,,12,X50f3m,NA,m,50f
26,Kvinna,,12,X50f5m,6,m,50f
26,Kvinna,,12,X50f6m,NA,m,50f
26,Kvinna,,12,X50f7m,NA,m,50f
26,Kvinna,,12,X50f8m,1,m,50f
26,Kvinna,,12,X50f9m,NA,m,50f
26,Kvinna,,12,X50f11m,4,m,50f
26,Kvinna,,12,X50f10m,NA,m,50f
26,Kvinna,,12,X70f1m,NA,m,70f
26,Kvinna,,12,X70f2m,NA,m,70f
26,Kvinna,,12,X70f3m,2,m,70f
26,Kvinna,,12,X70f4m,4,m,70f
26,Kvinna,,12,X70f5m,NA,m,70f
26,Kvinna,,12,X70f6m,NA,m,70f
26,Kvinna,,12,X70f7m,NA,m,70f
26,Kvinna,,12,X70f8m,NA,m,70f
26,Kvinna,,12,X70f9m,NA,m,70f
26,Kvinna,,12,X70f10m,NA,m,70f
52,Kvinna,,13,X30f1f,2,f,30f
52,Kvinna,,13,X30f2f,NA,f,30f
52,Kvinna,,13,X30f2m,NA,m,30f
52,Kvinna,,13,X30f4f,1,f,30f
52,Kvinna,,13,X30f5f,2,f,30f
52,Kvinna,,13,X30f7f,3,f,30f
52,Kvinna,,13,X30f6f,NA,f,30f
52,Kvinna,,13,X30f8f,NA,f,30f
52,Kvinna,,13,X30f9f,3,f,30f
52,Kvinna,,13,X30f10f,1,f,30f
52,Kvinna,,13,X50f1f,NA,f,50f
52,Kvinna,,13,X50f2f,NA,f,50f
52,Kvinna,,13,X50f4f,4,f,50f
52,Kvinna,,13,X50f3f,NA,f,50f
52,Kvinna,,13,X50f5f,NA,f,50f
52,Kvinna,,13,X50f6f,4,f,50f
52,Kvinna,,13,X50f7f,2,f,50f
52,Kvinna,,13,X50f8f,NA,f,50f
52,Kvinna,,13,X50f9f,2,f,50f
52,Kvinna,,13,X70f10f,NA,f,70f
52,Kvinna,,13,X70f8f,5,f,70f
52,Kvinna,,13,X70f9f,NA,f,70f
52,Kvinna,,13,X70f7f,NA,f,70f
52,Kvinna,,13,X70f6f,NA,f,70f
52,Kvinna,,13,X70f5f,4,f,70f
52,Kvinna,,13,X70f4f,5,f,70f
52,Kvinna,,13,X70f3f,4,f,70f
52,Kvinna,,13,X70f2f,NA,f,70f
52,Kvinna,,13,X70f1f,NA,f,70f
52,Kvinna,,13,X50f11f,2,f,50f
52,Kvinna,,13,X50f10f,NA,f,50f
52,Kvinna,,13,X30f1m,4,m,30f
52,Kvinna,,13,X30f3m,4,m,30f
52,Kvinna,,13,X30f3f,2,f,30f
52,Kvinna,,13,X30f4m,NA,m,30f
52,Kvinna,,13,X30f5m,4,m,30f
52,Kvinna,,13,X30f7m,1,m,30f
52,Kvinna,,13,X30f6m,NA,m,30f
52,Kvinna,,13,X30f8m,2,m,30f
52,Kvinna,,13,X30f9m,NA,m,30f
52,Kvinna,,13,X30f10m,3,m,30f
52,Kvinna,,13,X50f1m,NA,m,50f
52,Kvinna,,13,X50f2m,NA,m,50f
52,Kvinna,,13,X50f4m,1,m,50f
52,Kvinna,,13,X50f3m,1,m,50f
52,Kvinna,,13,X50f5m,NA,m,50f
52,Kvinna,,13,X50f6m,NA,m,50f
52,Kvinna,,13,X50f7m,2,m,50f
52,Kvinna,,13,X50f8m,1,m,50f
52,Kvinna,,13,X50f9m,NA,m,50f
52,Kvinna,,13,X50f11m,NA,m,50f
52,Kvinna,,13,X50f10m,NA,m,50f
52,Kvinna,,13,X70f1m,3,m,70f
52,Kvinna,,13,X70f2m,NA,m,70f
52,Kvinna,,13,X70f3m,NA,m,70f
52,Kvinna,,13,X70f4m,NA,m,70f
52,Kvinna,,13,X70f5m,1,m,70f
52,Kvinna,,13,X70f6m,NA,m,70f
52,Kvinna,,13,X70f7m,2,m,70f
52,Kvinna,,13,X70f8m,1,m,70f
52,Kvinna,,13,X70f9m,NA,m,70f
52,Kvinna,,13,X70f10m,NA,m,70f
35,Kvinna,,14,X30f1f,1,f,30f
35,Kvinna,,14,X30f2f,NA,f,30f
35,Kvinna,,14,X30f2m,NA,m,30f
35,Kvinna,,14,X30f4f,1,f,30f
35,Kvinna,,14,X30f5f,NA,f,30f
35,Kvinna,,14,X30f7f,4,f,30f
35,Kvinna,,14,X30f6f,NA,f,30f
35,Kvinna,,14,X30f8f,NA,f,30f
35,Kvinna,,14,X30f9f,2,f,30f
35,Kvinna,,14,X30f10f,1,f,30f
35,Kvinna,,14,X50f1f,NA,f,50f
35,Kvinna,,14,X50f2f,NA,f,50f
35,Kvinna,,14,X50f4f,4,f,50f
35,Kvinna,,14,X50f3f,NA,f,50f
35,Kvinna,,14,X50f5f,1,f,50f
35,Kvinna,,14,X50f6f,NA,f,50f
35,Kvinna,,14,X50f7f,4,f,50f
35,Kvinna,,14,X50f8f,NA,f,50f
35,Kvinna,,14,X50f9f,4,f,50f
35,Kvinna,,14,X70f10f,6,f,70f
35,Kvinna,,14,X70f8f,NA,f,70f
35,Kvinna,,14,X70f9f,NA,f,70f
35,Kvinna,,14,X70f7f,3,f,70f
35,Kvinna,,14,X70f6f,4,f,70f
35,Kvinna,,14,X70f5f,6,f,70f
35,Kvinna,,14,X70f4f,7,f,70f
35,Kvinna,,14,X70f3f,NA,f,70f
35,Kvinna,,14,X70f2f,NA,f,70f
35,Kvinna,,14,X70f1f,NA,f,70f
35,Kvinna,,14,X50f11f,NA,f,50f
35,Kvinna,,14,X50f10f,2,f,50f
35,Kvinna,,14,X30f1m,NA,m,30f
35,Kvinna,,14,X30f3m,5,m,30f
35,Kvinna,,14,X30f3f,NA,f,30f
35,Kvinna,,14,X30f4m,4,m,30f
35,Kvinna,,14,X30f5m,6,m,30f
35,Kvinna,,14,X30f7m,NA,m,30f
35,Kvinna,,14,X30f6m,NA,m,30f
35,Kvinna,,14,X30f8m,5,m,30f
35,Kvinna,,14,X30f9m,NA,m,30f
35,Kvinna,,14,X30f10m,5,m,30f
35,Kvinna,,14,X50f1m,2,m,50f
35,Kvinna,,14,X50f2m,2,m,50f
35,Kvinna,,14,X50f4m,NA,m,50f
35,Kvinna,,14,X50f3m,NA,m,50f
35,Kvinna,,14,X50f5m,3,m,50f
35,Kvinna,,14,X50f6m,4,m,50f
35,Kvinna,,14,X50f7m,NA,m,50f
35,Kvinna,,14,X50f8m,NA,m,50f
35,Kvinna,,14,X50f9m,NA,m,50f
35,Kvinna,,14,X50f11m,NA,m,50f
35,Kvinna,,14,X50f10m,3,m,50f
35,Kvinna,,14,X70f1m,3,m,70f
35,Kvinna,,14,X70f2m,3,m,70f
35,Kvinna,,14,X70f3m,NA,m,70f
35,Kvinna,,14,X70f4m,NA,m,70f
35,Kvinna,,14,X70f5m,NA,m,70f
35,Kvinna,,14,X70f6m,2,m,70f
35,Kvinna,,14,X70f7m,NA,m,70f
35,Kvinna,,14,X70f8m,2,m,70f
35,Kvinna,,14,X70f9m,NA,m,70f
35,Kvinna,,14,X70f10m,1,m,70f
31,Man,,15,X30f1f,NA,f,30f
31,Man,,15,X30f2f,NA,f,30f
31,Man,,15,X30f2m,NA,m,30f
31,Man,,15,X30f4f,1,f,30f
31,Man,,15,X30f5f,NA,f,30f
31,Man,,15,X30f7f,NA,f,30f
